,Sell,Buy,Installment,Updated_at
497,969944,940845,969944,2020-10-05T00:00:00.000Z
498,961857,933001,961857,2020-10-03T00:00:00.000Z
499,962916,934028,962916,2020-10-02T00:00:00.000Z
500,967721,938689,967721,2020-10-01T00:00:00.000Z
501,963753,934840,963753,2020-09-30T00:00:00.000Z
502,964646,935706,964646,2020-09-29T00:00:00.000Z
503,962909,934021,962909,2020-09-28T00:00:00.000Z
504,950825,922300,950825,2020-09-26T00:00:00.000Z
505,950184,921678,950184,2020-09-25T00:00:00.000Z
506,957353,928632,957353,2020-09-24T00:00:00.000Z
507,948171,919725,948171,2020-09-23T00:00:00.000Z
508,962184,933318,962184,2020-09-22T00:00:00.000Z
509,941664,913414,941664,2020-09-21T00:00:00.000Z
510,975396,946134,975396,2020-09-18T00:00:00.000Z
511,971347,942206,971347,2020-09-17T00:00:00.000Z
512,982475,953000,982475,2020-09-16T00:00:00.000Z
513,982672,953191,982672,2020-09-15T00:00:00.000Z
514,981605,952156,981605,2020-09-14T00:00:00.000Z
515,975817,946542,975817,2020-09-12T00:00:00.000Z
516,980544,951127,980544,2020-09-11T00:00:00.000Z
517,980330,950920,980330,2020-09-10T00:00:00.000Z
518,975356,946095,975356,2020-09-09T00:00:00.000Z
519,966071,937088,966071,2020-09-08T00:00:00.000Z
520,966398,937406,966398,2020-09-07T00:00:00.000Z
521,963933,935015,963933,2020-09-05T00:00:00.000Z
522,960839,932013,960839,2020-09-04T00:00:00.000Z
523,962880,933993,962880,2020-09-03T00:00:00.000Z
524,965570,936602,965570,2020-09-02T00:00:00.000Z
525,965524,936558,965524,2020-09-01T00:00:00.000Z
526,964374,935442,964374,2020-08-31T00:00:00.000Z
527,972988,943798,972988,2020-08-29T00:00:00.000Z
528,974510,945274,974510,2020-08-28T00:00:00.000Z
529,977801,948466,977801,2020-08-27T00:00:00.000Z
530,958173,929427,958173,2020-08-26T00:00:00.000Z
531,940899,912672,940899,2020-08-25T00:00:00.000Z
532,954282,925653,954282,2020-08-24T00:00:00.000Z
533,949406,920923,949406,2020-08-22T00:00:00.000Z
534,942231,913964,942231,2020-08-21T00:00:00.000Z
535,947856,919420,947856,2020-08-20T00:00:00.000Z
536,969501,940415,969501,2020-08-19T00:00:00.000Z
537,992438,962664,992438,2020-08-18T00:00:00.000Z
538,993692,963881,993692,2020-08-17T00:00:00.000Z
539,971295,942156,971295,2020-08-15T00:00:00.000Z
540,970689,941568,970689,2020-08-14T00:00:00.000Z
541,970708,941586,970708,2020-08-13T00:00:00.000Z
542,954251,925623,954251,2020-08-12T00:00:00.000Z
543,958206,929459,958206,2020-08-11T00:00:00.000Z
544,998003,968062,998003,2020-08-10T00:00:00.000Z
545,993351,963550,993351,2020-08-08T00:00:00.000Z
546,992908,963120,992908,2020-08-07T00:00:00.000Z
547,998380,968428,998380,2020-08-06T00:00:00.000Z
548,988712,959050,988712,2020-08-05T00:00:00.000Z
549,973483,944278,973483,2020-08-04T00:00:00.000Z
550,958088,929345,958088,2020-08-03T00:00:00.000Z
551,955903,927225,955903,2020-08-01T00:00:00.000Z
552,955217,926560,955217,2020-07-31T00:00:00.000Z
553,941121,912887,941121,2020-07-30T00:00:00.000Z
554,938223,910076,938223,2020-07-29T00:00:00.000Z
555,933632,905623,933632,2020-07-28T00:00:00.000Z
556,940039,911837,940039,2020-07-27T00:00:00.000Z
557,920289,892680,920289,2020-07-25T00:00:00.000Z
558,919713,892121,919713,2020-07-24T00:00:00.000Z
559,914517,887081,914517,2020-07-23T00:00:00.000Z
560,903296,876197,903296,2020-07-22T00:00:00.000Z
561,903159,876064,903159,2020-07-21T00:00:00.000Z
562,895210,868353,895210,2020-07-20T00:00:00.000Z
563,893324,866524,893324,2020-07-18T00:00:00.000Z
564,890567,863849,890567,2020-07-17T00:00:00.000Z
565,882213,855746,882213,2020-07-16T00:00:00.000Z
566,879849,853453,879849,2020-07-15T00:00:00.000Z
567,880335,853924,880335,2020-07-14T00:00:00.000Z
568,876666,850366,876666,2020-07-13T00:00:00.000Z
569,877494,851169,877494,2020-07-11T00:00:00.000Z
570,879188,852812,879188,2020-07-10T00:00:00.000Z
571,875444,849180,875444,2020-07-09T00:00:00.000Z
572,878636,852276,878636,2020-07-08T00:00:00.000Z
573,873708,847496,873708,2020-07-07T00:00:00.000Z
574,869912,843814,869912,2020-07-06T00:00:00.000Z
575,868696,842635,868696,2020-07-03T00:00:00.000Z
576,864190,838264,864190,2020-07-02T00:00:00.000Z
577,848698,823237,848698,2020-07-01T00:00:00.000Z
578,862041,836179,862041,2020-06-30T00:00:00.000Z
579,848349,822898,848349,2020-06-29T00:00:00.000Z
580,848589,823131,848589,2020-06-28T00:00:00.000Z
581,848695,823234,848695,2020-06-27T00:00:00.000Z
582,845544,820177,845544,2020-06-26T00:00:00.000Z
583,840588,815370,840588,2020-06-25T00:00:00.000Z
584,839966,814767,839966,2020-06-24T00:00:00.000Z
585,850450,824936,850450,2020-06-23T00:00:00.000Z
586,838919,813751,838919,2020-06-22T00:00:00.000Z
587,840165,814960,840165,2020-06-20T00:00:00.000Z
588,840356,815145,840356,2020-06-19T00:00:00.000Z
589,826742,801939,826742,2020-06-18T00:00:00.000Z
590,830831,805906,830831,2020-06-17T00:00:00.000Z
591,827182,802366,827182,2020-06-16T00:00:00.000Z
592,829320,804440,829320,2020-06-15T00:00:00.000Z
593,831546,806599,831546,2020-06-13T00:00:00.000Z
594,834497,809462,834497,2020-06-12T00:00:00.000Z
595,823086,798393,823086,2020-06-11T00:00:00.000Z
596,819904,795306,819904,2020-06-10T00:00:00.000Z
597,825551,800784,825551,2020-06-09T00:00:00.000Z
598,817597,793069,817597,2020-06-08T00:00:00.000Z
599,806646,782446,806646,2020-06-06T00:00:00.000Z
600,803029,778938,803029,2020-06-05T00:00:00.000Z
601,835121,810067,835121,2020-06-04T00:00:00.000Z
602,819231,794654,819231,2020-06-03T00:00:00.000Z
603,843148,817853,843148,2020-06-02T00:00:00.000Z
604,859270,833491,859270,2020-06-01T00:00:00.000Z
605,856297,830608,856297,2020-05-30T00:00:00.000Z
606,857583,831855,857583,2020-05-29T00:00:00.000Z
607,857779,832045,857779,2020-05-28T00:00:00.000Z
608,842906,817618,842906,2020-05-27T00:00:00.000Z
609,852703,827121,852703,2020-05-26T00:00:00.000Z
610,861413,835570,861413,2020-05-25T00:00:00.000Z
611,863646,837736,863646,2020-05-23T00:00:00.000Z
612,863181,837285,863181,2020-05-22T00:00:00.000Z
613,863403,837500,863403,2020-05-21T00:00:00.000Z
614,871118,844984,871118,2020-05-20T00:00:00.000Z
615,868289,842240,868289,2020-05-19T00:00:00.000Z
616,871850,845694,871850,2020-05-18T00:00:00.000Z
617,876479,850184,876479,2020-05-16T00:00:00.000Z
618,875179,848923,875179,2020-05-15T00:00:00.000Z
619,866075,840092,866075,2020-05-14T00:00:00.000Z
620,856414,830721,856414,2020-05-13T00:00:00.000Z
621,855137,829482,855137,2020-05-12T00:00:00.000Z
622,848834,823368,848834,2020-05-11T00:00:00.000Z
623,857605,831876,857605,2020-05-09T00:00:00.000Z
624,861708,835856,861708,2020-05-08T00:00:00.000Z
625,859386,833604,859386,2020-05-06T00:00:00.000Z
626,856021,830340,856021,2020-05-05T00:00:00.000Z
627,861666,835816,861666,2020-05-04T00:00:00.000Z
628,868357,842306,868357,2020-04-30T00:00:00.000Z
629,873891,847674,873891,2020-04-29T00:00:00.000Z
630,878455,852101,878455,2020-04-28T00:00:00.000Z
631,884501,857965,884501,2020-04-27T00:00:00.000Z
632,895516,868650,895516,2020-04-24T00:00:00.000Z
633,898625,871666,898625,2020-04-23T00:00:00.000Z
634,891254,864516,891254,2020-04-22T00:00:00.000Z
635,882040,855578,882040,2020-04-21T00:00:00.000Z
636,867747,841714,867747,2020-04-20T00:00:00.000Z
637,889127,862453,889127,2020-04-17T00:00:00.000Z
638,910296,882987,910296,2020-04-16T00:00:00.000Z
639,893641,866831,893641,2020-04-15T00:00:00.000Z
640,902433,875360,902433,2020-04-14T00:00:00.000Z
641,903061,875969,903061,2020-04-13T00:00:00.000Z
642,915009,887558,915009,2020-04-10T00:00:00.000Z
643,898252,871304,898252,2020-04-09T00:00:00.000Z
644,886977,860367,886977,2020-04-08T00:00:00.000Z
645,884537,858000,884537,2020-04-07T00:00:00.000Z
646,879153,852778,879153,2020-04-06T00:00:00.000Z
647,861185,835349,861185,2020-04-03T00:00:00.000Z
648,852558,826981,852558,2020-04-02T00:00:00.000Z
649,848121,822677,848121,2020-04-01T00:00:00.000Z
650,850136,824631,850136,2020-03-31T00:00:00.000Z
651,845947,820568,845947,2020-03-30T00:00:00.000Z
652,841771,816517,841771,2020-03-27T00:00:00.000Z
653,844919,819571,844919,2020-03-26T00:00:00.000Z
654,864045,838123,864045,2020-03-24T00:00:00.000Z
655,789698,766007,789698,2020-03-23T00:00:00.000Z
656,788541,764884,788541,2020-03-20T00:00:00.000Z
657,736649,714549,736649,2020-03-19T00:00:00.000Z
658,751599,729051,751599,2020-03-18T00:00:00.000Z
659,739636,717446,739636,2020-03-17T00:00:00.000Z
660,753396,730794,753396,2020-03-16T00:00:00.000Z
661,750412,727899,757806,2020-03-14T00:00:00.000Z
662,775762,752489,775762,2020-03-13T00:00:00.000Z
663,753892,731275,753892,2020-03-12T00:00:00.000Z
664,784053,760531,784052,2020-03-11T00:00:00.000Z
665,791379,767637,791379,2020-03-10T00:00:00.000Z
666,795268,771409,795268,2020-03-09T00:00:00.000Z
667,790922,767194,790922,2020-03-06T00:00:00.000Z
668,766913,743905,766913,2020-03-05T00:00:00.000Z
669,765818,742843,765818,2020-03-04T00:00:00.000Z
670,749748,727255,749749,2020-03-03T00:00:00.000Z
671,765073,742120,765073,2020-03-02T00:00:00.000Z
672,769597,746509,769597,2020-02-28T00:00:00.000Z
673,762267,739398,762267,2020-02-27T00:00:00.000Z
674,760676,737855,760676,2020-02-26T00:00:00.000Z
675,757383,734661,757383,2020-02-25T00:00:00.000Z
676,772445,749271,772445,2020-02-24T00:00:00.000Z
677,747927,725489,747927,2020-02-21T00:00:00.000Z
678,735240,713182,735240,2020-02-20T00:00:00.000Z
679,732318,710348,732318,2020-02-19T00:00:00.000Z
680,720757,699134,720757,2020-02-18T00:00:00.000Z
681,718525,696969,718525,2020-02-17T00:00:00.000Z
682,717023,695512,717023,2020-02-14T00:00:00.000Z
683,715559,694092,715559,2020-02-13T00:00:00.000Z
684,709609,688320,709609,2020-02-12T00:00:00.000Z
685,713692,692281,713692,2020-02-11T00:00:00.000Z
686,717523,695997,717523,2020-02-10T00:00:00.000Z
687,710767,689443,710767,2020-02-07T00:00:00.000Z
688,708428,687175,708428,2020-02-06T00:00:00.000Z
689,709937,688638,709937,2020-02-05T00:00:00.000Z
690,718000,696460,718000,2020-02-04T00:00:00.000Z
691,718465,696911,718465,2020-02-03T00:00:00.000Z
692,716899,695392,716899,2020-01-31T00:00:00.000Z
693,718156,696611,718156,2020-01-30T00:00:00.000Z
694,711425,690082,711425,2020-01-29T00:00:00.000Z
695,716557,695060,716557,2020-01-28T00:00:00.000Z
696,714275,692846,714275,2020-01-27T00:00:00.000Z
697,706427,685234,706427,2020-01-24T00:00:00.000Z
698,705227,684070,705227,2020-01-23T00:00:00.000Z
699,708365,687114,708365,2020-01-22T00:00:00.000Z
700,706438,685244,706438,2020-01-21T00:00:00.000Z
701,708904,687636,708904,2020-01-20T00:00:00.000Z
702,707782,686548,707782,2020-01-17T00:00:00.000Z
703,705992,684812,705992,2020-01-16T00:00:00.000Z
704,708473,687218,708473,2020-01-15T00:00:00.000Z
705,702221,681154,702221,2020-01-14T00:00:00.000Z
706,707682,686451,707682,2020-01-13T00:00:00.000Z
707,713502,692096,713502,2020-01-10T00:00:00.000Z
708,714172,692746,714172,2020-01-09T00:00:00.000Z
709,734354,712323,734354,2020-01-08T00:00:00.000Z
710,725842,704066,725842,2020-01-07T00:00:00.000Z
711,733044,711052,733044,2020-01-06T00:00:00.000Z
712,715728,694256,715728,2020-01-03T00:00:00.000Z
713,704639,683499,704639,2020-01-02T00:00:00.000Z
714,707630,686401,707630,2019-12-31T00:00:00.000Z
715,703535,682428,703535,2019-12-30T00:00:00.000Z
716,703179,682083,703179,2019-12-27T00:00:00.000Z
717,702207,681140,702207,2019-12-26T00:00:00.000Z
718,692427,671654,692427,2019-12-23T00:00:00.000Z
719,689974,669274,689974,2019-12-20T00:00:00.000Z
720,688568,667910,688568,2019-12-19T00:00:00.000Z
721,691578,670830,691578,2019-12-18T00:00:00.000Z
722,692579,671801,692579,2019-12-17T00:00:00.000Z
723,690059,669357,690059,2019-12-16T00:00:00.000Z
724,687606,666977,687606,2019-12-13T00:00:00.000Z
725,690099,669396,690099,2019-12-12T00:00:00.000Z
726,686517,665921,686517,2019-12-11T00:00:00.000Z
727,684575,664037,684575,2019-12-10T00:00:00.000Z
728,684949,664400,684949,2019-12-09T00:00:00.000Z
729,690769,670045,690769,2019-12-06T00:00:00.000Z
730,693574,672766,693574,2019-12-05T00:00:00.000Z
731,699248,678270,699248,2019-12-04T00:00:00.000Z
732,690274,669565,690274,2019-12-03T00:00:00.000Z
733,686657,666057,686657,2019-12-02T00:00:00.000Z
734,686145,665560,686145,2019-11-29T00:00:00.000Z
735,686459,665865,686459,2019-11-28T00:00:00.000Z
736,686773,666169,686773,2019-11-27T00:00:00.000Z
737,685583,665015,685583,2019-11-26T00:00:00.000Z
738,686477,665882,686477,2019-11-25T00:00:00.000Z
739,691159,670424,691159,2019-11-22T00:00:00.000Z
740,695050,674198,695050,2019-11-21T00:00:00.000Z
741,696668,675767,696668,2019-11-20T00:00:00.000Z
742,692131,671367,692131,2019-11-19T00:00:00.000Z
743,687110,666496,687110,2019-11-18T00:00:00.000Z
744,689639,668949,689639,2019-11-15T00:00:00.000Z
745,692475,671700,692475,2019-11-14T00:00:00.000Z
746,687922,667284,687922,2019-11-13T00:00:00.000Z
747,683038,662546,683038,2019-11-12T00:00:00.000Z
748,686809,666204,686809,2019-11-11T00:00:00.000Z
749,689581,668893,689581,2019-11-08T00:00:00.000Z
750,698076,677133,698076,2019-11-07T00:00:00.000Z
751,695222,674365,695222,2019-11-06T00:00:00.000Z
752,704327,679675,704327,2019-11-05T00:00:00.000Z
753,709155,684334,709155,2019-11-04T00:00:00.000Z
754,711575,686669,711575,2019-11-01T00:00:00.000Z
755,704681,680017,704681,2019-10-31T00:00:00.000Z
756,700374,675860,700374,2019-10-30T00:00:00.000Z
757,701392,676843,701392,2019-10-29T00:00:00.000Z
758,706124,681409,706124,2019-10-28T00:00:00.000Z
759,706341,681619,706341,2019-10-25T00:00:00.000Z
760,699861,675365,699861,2019-10-24T00:00:00.000Z
761,700743,676216,700743,2019-10-23T00:00:00.000Z
762,697181,672779,697181,2019-10-22T00:00:00.000Z
763,700984,676449,700984,2019-10-21T00:00:00.000Z
764,703072,678464,703072,2019-10-18T00:00:00.000Z
765,704616,679954,704616,2019-10-17T00:00:00.000Z
766,703714,679084,703714,2019-10-16T00:00:00.000Z
767,707582,682816,707582,2019-10-15T00:00:00.000Z
768,704093,679449,704093,2019-10-14T00:00:00.000Z
769,709251,684427,709251,2019-10-11T00:00:00.000Z
770,714408,689403,714408,2019-10-10T00:00:00.000Z
771,714146,689150,714146,2019-10-09T00:00:00.000Z
772,710298,685437,710298,2019-10-08T00:00:00.000Z
773,711819,686905,711819,2019-10-07T00:00:00.000Z
774,714648,689635,714648,2019-10-04T00:00:00.000Z
775,712049,687127,712049,2019-10-03T00:00:00.000Z
776,704954,680280,704954,2019-10-02T00:00:00.000Z
777,695712,671362,695712,2019-10-01T00:00:00.000Z
778,705213,680530,705213,2019-09-30T00:00:00.000Z
779,710155,685299,710155,2019-09-27T00:00:00.000Z
780,713613,688636,713613,2019-09-26T00:00:00.000Z
781,723544,698219,723544,2019-09-25T00:00:00.000Z
782,717038,691941,717038,2019-09-24T00:00:00.000Z
783,715919,690861,715919,2019-09-23T00:00:00.000Z
784,709262,684437,709262,2019-09-20T00:00:00.000Z
785,706195,681478,706195,2019-09-19T00:00:00.000Z
786,707127,682377,707127,2019-09-18T00:00:00.000Z
787,706245,681526,706245,2019-09-17T00:00:00.000Z
788,704582,679921,704582,2019-09-16T00:00:00.000Z
789,702464,677877,702464,2019-09-13T00:00:00.000Z
790,707130,682380,707130,2019-09-12T00:00:00.000Z
791,702511,677923,702511,2019-09-11T00:00:00.000Z
792,701382,676833,701382,2019-09-10T00:00:00.000Z
793,714209,674927,714209,2019-09-09T00:00:00.000Z
794,706609,667745,706609,2019-09-06T00:00:00.000Z
795,724636,684781,724636,2019-09-05T00:00:00.000Z
796,724447,684602,724447,2019-09-04T00:00:00.000Z
797,720512,680883,720512,2019-09-03T00:00:00.000Z
798,717724,678249,717724,2019-09-02T00:00:00.000Z
799,719677,680094,719677,2019-08-30T00:00:00.000Z
800,727179,687184,727179,2019-08-29T00:00:00.000Z
801,727041,687053,727041,2019-08-28T00:00:00.000Z
802,722859,683101,722859,2019-08-27T00:00:00.000Z
803,718786,679252,718786,2019-08-26T00:00:00.000Z
804,705507,666704,705507,2019-08-23T00:00:00.000Z
805,707638,668717,707638,2019-08-22T00:00:00.000Z
806,707590,668672,707590,2019-08-21T00:00:00.000Z
807,706912,668031,706912,2019-08-20T00:00:00.000Z
808,708414,669451,708414,2019-08-19T00:00:00.000Z
809,715534,676179,715534,2019-08-16T00:00:00.000Z
810,713997,674727,713997,2019-08-15T00:00:00.000Z
811,711575,672438,711575,2019-08-14T00:00:00.000Z
812,718530,679010,718530,2019-08-13T00:00:00.000Z
813,706078,667243,706078,2019-08-12T00:00:00.000Z
814,707508,668595,707508,2019-08-09T00:00:00.000Z
815,705810,666990,705810,2019-08-08T00:00:00.000Z
816,703269,664589,703269,2019-08-07T00:00:00.000Z
817,689730,651794,689730,2019-08-06T00:00:00.000Z
818,685197,647511,685197,2019-08-05T00:00:00.000Z
819,671113,634201,671113,2019-08-02T00:00:00.000Z
820,652526,616637,652526,2019-08-01T00:00:00.000Z
821,664350,627810,664350,2019-07-31T00:00:00.000Z
822,661412,625034,661412,2019-07-30T00:00:00.000Z
823,658100,621904,658100,2019-07-29T00:00:00.000Z
824,656527,620418,656527,2019-07-26T00:00:00.000Z
825,661473,625091,661473,2019-07-25T00:00:00.000Z
826,659154,622900,659154,2019-07-24T00:00:00.000Z
827,655123,619091,655123,2019-07-23T00:00:00.000Z
828,658191,621990,658191,2019-07-22T00:00:00.000Z
829,665756,629139,665756,2019-07-19T00:00:00.000Z
830,657244,621095,657244,2019-07-18T00:00:00.000Z
831,646640,611074,646640,2019-07-17T00:00:00.000Z
832,652420,616536,652420,2019-07-16T00:00:00.000Z
833,657995,621805,657995,2019-07-15T00:00:00.000Z
834,656749,620627,656749,2019-07-12T00:00:00.000Z
835,665912,629286,665912,2019-07-11T00:00:00.000Z
836,651787,615938,651787,2019-07-10T00:00:00.000Z
837,650634,614849,650634,2019-07-09T00:00:00.000Z
838,657022,620885,657022,2019-07-08T00:00:00.000Z
839,661543,625158,661543,2019-07-05T00:00:00.000Z
840,661623,625233,661623,2019-07-04T00:00:00.000Z
841,666824,630148,666824,2019-07-03T00:00:00.000Z
842,651191,615375,651191,2019-07-02T00:00:00.000Z
843,647737,612111,647737,2019-07-01T00:00:00.000Z
844,665377,628781,665377,2019-06-28T00:00:00.000Z
845,658475,622258,658475,2019-06-27T00:00:00.000Z
846,662822,626366,662822,2019-06-26T00:00:00.000Z
847,673638,636587,673638,2019-06-25T00:00:00.000Z
848,660005,623704,660005,2019-06-24T00:00:00.000Z
849,653421,617482,653421,2019-06-21T00:00:00.000Z
850,642535,607195,642535,2019-06-20T00:00:00.000Z
851,638303,603196,638303,2019-06-19T00:00:00.000Z
852,639466,604295,639466,2019-06-18T00:00:00.000Z
853,633413,598575,633413,2019-06-17T00:00:00.000Z
854,636671,601654,636671,2019-06-14T00:00:00.000Z
855,630403,595730,630403,2019-06-13T00:00:00.000Z
856,630363,595693,630363,2019-06-12T00:00:00.000Z
857,624660,590303,624660,2019-06-11T00:00:00.000Z
858,628165,593615,628165,2019-06-10T00:00:00.000Z
859,617043,583105,617043,2019-05-31T00:00:00.000Z
860,611335,577711,611335,2019-05-29T00:00:00.000Z
861,611363,577738,611363,2019-05-28T00:00:00.000Z
862,613743,579987,613743,2019-05-27T00:00:00.000Z
863,615007,581181,615007,2019-05-24T00:00:00.000Z
864,612559,578868,612559,2019-05-23T00:00:00.000Z
865,610576,576994,610576,2019-05-22T00:00:00.000Z
866,610603,577019,610603,2019-05-21T00:00:00.000Z
867,606830,573454,606830,2019-05-20T00:00:00.000Z
868,612977,579263,612977,2019-05-17T00:00:00.000Z
869,617095,583155,0,2019-05-16T10:31:10.000Z
870,616381,582480,0,2019-05-16T04:31:34.000Z
871,616549,582638,0,2019-05-15T10:30:59.000Z
872,616263,582369,0,2019-05-15T04:31:11.000Z
873,611745,578099,0,2019-05-14T10:34:13.000Z
874,612453,578768,0,2019-05-14T04:37:56.000Z
875,605517,572213,0,2019-05-13T10:44:46.000Z
876,605988,572659,0,2019-05-13T04:30:31.000Z
877,606966,573583,0,2019-05-10T10:40:55.000Z
878,606588,573225,0,2019-05-10T04:34:43.000Z
879,604546,571296,0,2019-05-09T10:31:56.000Z
880,603134,569961,0,2019-05-09T04:33:29.000Z
881,605511,572208,0,2019-05-08T10:33:31.000Z
882,604993,571719,0,2019-05-08T04:30:03.000Z
883,603392,570205,0,2019-05-07T10:30:59.000Z
884,603721,570517,0,2019-05-07T04:47:02.000Z
885,602315,569188,0,2019-05-06T10:32:08.000Z
886,601798,568699,0,2019-05-06T04:38:34.000Z
887,596566,563755,0,2019-05-03T10:39:28.000Z
888,595910,563135,0,2019-05-03T04:28:57.000Z
889,595154,562420,0,2019-05-02T10:31:02.000Z
890,596934,564103,0,2019-05-02T04:29:43.000Z
891,600276,567261,0,2019-04-30T10:33:17.000Z
892,599014,566068,0,2019-04-30T04:32:16.000Z
893,598307,565400,0,2019-04-29T10:32:57.000Z
894,600409,567387,0,2019-04-29T04:31:13.000Z
895,597841,564960,0,2019-04-26T10:35:37.000Z
896,597235,564387,0,2019-04-26T04:32:24.000Z
897,592280,559704,0,2019-04-25T10:32:35.000Z
898,592187,559616,0,2019-04-25T04:30:27.000Z
899,590104,557648,0,2019-04-24T10:37:38.000Z
900,589316,556904,0,2019-04-24T04:31:42.000Z
901,590885,558386,0,2019-04-23T10:40:52.000Z
902,590885,558386,0,2019-04-23T04:31:02.000Z
903,590506,558028,0,2019-04-22T10:36:18.000Z
904,590460,557985,0,2019-04-22T04:33:09.000Z
905,591150,558637,0,2019-04-18T10:31:18.000Z
906,589389,556973,0,2019-04-18T04:33:00.000Z
907,594626,562272,0,2019-04-16T10:32:09.000Z
908,594997,562272,0,2019-04-16T04:40:48.000Z
909,595626,562867,0,2019-04-15T10:32:11.000Z
910,598228,565325,0,2019-04-15T04:30:40.000Z
911,602095,568979,0,2019-04-12T10:31:41.000Z
912,602327,569199,0,2019-04-12T04:31:20.000Z
913,607424,574015,0,2019-04-11T10:34:42.000Z
914,608728,575248,0,2019-04-11T04:31:08.000Z
915,607045,573657,0,2019-04-10T10:30:09.000Z
916,605834,572513,0,2019-04-10T04:31:23.000Z
917,606831,573455,0,2019-04-09T10:36:27.000Z
918,605200,571914,0,2019-04-09T04:30:41.000Z
919,603922,570706,0,2019-04-08T10:30:35.000Z
920,603363,570178,0,2019-04-08T04:33:04.000Z
921,601947,568840,0,2019-04-05T10:30:59.000Z
922,602507,569369,0,2019-04-05T04:30:03.000Z
923,605343,572049,0,2019-04-04T10:30:15.000Z
924,604640,571385,0,2019-04-04T04:33:17.000Z
925,602941,569779,0,2019-04-02T10:37:41.000Z
926,603409,570222,0,2019-04-02T04:31:34.000Z
927,604878,571609,0,2019-04-01T10:32:00.000Z
928,605862,572540,0,2019-04-01T04:31:34.000Z
929,571000,571000,0,2019-03-29T10:37:19.000Z
930,572285,572285,0,2019-03-29T04:30:57.000Z
931,577791,577791,0,2019-03-28T10:41:28.000Z
932,578409,578409,0,2019-03-28T04:32:11.000Z
933,580211,580211,0,2019-03-27T10:32:30.000Z
934,580917,580917,0,2019-03-27T04:31:13.000Z
935,581699,581699,0,2019-03-26T10:36:23.000Z
936,583466,583466,0,2019-03-26T04:32:15.000Z
937,580145,580145,0,2019-03-25T10:31:55.000Z
938,579396,579396,0,2019-03-25T04:34:09.000Z
939,575588,575588,0,2019-03-22T10:38:17.000Z
940,608762,575280,0,2019-03-22T04:35:10.000Z
941,616312,582415,0,2019-03-21T10:32:34.000Z
942,616265,582371,0,2019-03-21T04:31:02.000Z
943,610491,576914,0,2019-03-20T10:31:47.000Z
944,611240,577622,0,2019-03-20T04:31:10.000Z
945,611830,578179,0,2019-03-19T10:34:13.000Z
946,612018,578357,0,2019-03-19T05:08:27.000Z
947,610671,577084,0,2019-03-18T06:32:06.000Z
948,612462,578777,0,2019-03-17T17:04:58.000Z
949,612462,578777,0,2019-03-17T16:00:01.000Z
950,612462,578777,0,2019-03-17T10:00:01.000Z
951,612462,578777,0,2019-03-16T16:00:01.000Z
952,612462,578777,0,2019-03-16T10:00:01.000Z
953,612462,578777,0,2019-03-15T16:03:18.000Z
954,609927,576381,0,2019-03-15T10:12:04.000Z
955,611574,577938,0,2019-03-15T10:00:01.000Z
956,611574,577938,0,2019-03-14T16:01:24.000Z
957,613452,579713,0,2019-03-14T10:06:29.000Z
958,613241,579513,0,2019-03-14T10:00:02.000Z
959,613241,579513,0,2019-03-13T15:59:33.000Z
960,612443,578759,0,2019-03-13T09:59:42.000Z
961,610395,576823,0,2019-03-12T16:03:36.000Z
962,609924,576378,0,2019-03-12T09:58:16.000Z
963,610221,576659,0,2019-03-11T16:00:36.000Z
964,610080,576526,0,2019-03-11T10:15:50.000Z
965,601991,568881,0,2019-03-11T10:00:01.000Z
966,601991,568881,0,2019-03-10T16:00:01.000Z
967,601991,568881,0,2019-03-10T10:00:01.000Z
968,601991,568881,0,2019-03-09T16:00:01.000Z
969,601991,568881,0,2019-03-09T10:00:01.000Z
970,601991,568881,0,2019-03-08T16:11:53.000Z
971,598780,565847,0,2019-03-08T10:01:23.000Z
972,599959,566962,0,2019-03-08T10:00:01.000Z
973,599959,566962,0,2019-03-07T16:00:01.000Z
974,599959,566962,0,2019-03-07T10:00:01.000Z
975,599959,566962,0,2019-03-06T16:00:31.000Z
976,598843,565907,0,2019-03-06T10:01:33.000Z
977,598810,565875,0,2019-03-06T10:00:01.000Z
978,598810,565875,0,2019-03-05T16:01:56.000Z
979,599229,566271,0,2019-03-05T10:01:51.000Z
980,599504,566532,0,2019-03-05T10:00:01.000Z
981,599504,566532,0,2019-03-04T16:09:03.000Z
982,602572,569430,0,2019-03-04T09:59:36.000Z
983,605508,572205,0,2019-03-03T16:00:01.000Z
984,605508,572205,0,2019-03-03T10:00:01.000Z
985,605508,572205,0,2019-03-02T16:00:01.000Z
986,605508,572205,0,2019-03-02T10:00:01.000Z
987,605508,572205,0,2019-03-01T16:00:13.000Z
988,608331,574873,0,2019-03-01T10:00:20.000Z
989,610864,577267,0,2019-03-01T10:00:01.000Z
990,610864,577267,0,2019-02-28T16:07:54.000Z
991,608419,574956,0,2019-02-28T09:59:58.000Z
992,610933,577331,0,2019-02-27T16:02:48.000Z
993,611485,577853,0,2019-02-27T09:57:17.000Z
994,612020,578359,0,2019-02-26T16:01:02.000Z
995,612712,579013,0,2019-02-26T10:08:08.000Z
996,615309,581468,0,2019-02-26T10:00:01.000Z
997,615309,581468,0,2019-02-25T16:12:24.000Z
998,616190,582299,0,2019-02-25T10:07:27.000Z
999,613559,579813,0,2019-02-25T10:00:01.000Z
1000,613559,579813,0,2019-02-24T16:00:01.000Z
