Sell,Buy,Updated_at
613213,582552,2019-01-26
613213,582552,2019-01-26
613213,582552,2019-01-25
612280,581666,2019-01-25
612816,582176,2019-01-25
612816,582176,2019-01-24
614574,583846,2019-01-24
615901,585106,2019-01-24
615901,585106,2019-01-23
615489,584714,2019-01-23
615121,584365,2019-01-23
615121,584365,2019-01-22
612986,582336,2019-01-22
613349,582682,2019-01-22
613349,582682,2019-01-21
613611,582930,2019-01-21
616240,585428,2019-01-21
616240,585428,2019-01-20
616240,585428,2019-01-20
616240,585428,2019-01-19
616240,585428,2019-01-19
616240,585428,2019-01-18
616464,585641,2019-01-18
615624,584843,2019-01-17
616518,585692,2019-01-17
613713,583027,2019-01-17
613713,583027,2019-01-16
613416,582745,2019-01-16
613142,582485,2019-01-16
613142,582485,2019-01-15
614852,584110,2019-01-15
613367,582699,2019-01-15
613367,582699,2019-01-14
612960,582312,2019-01-14
613395,582726,2019-01-13
613395,582726,2019-01-13
613395,582726,2019-01-12
613395,582726,2019-01-12
613395,582726,2019-01-11
611950,581353,2019-01-11
616602,585772,2019-01-11
616602,585772,2019-01-10
616117,585312,2019-01-10
611115,580559,2019-01-09
612007,581407,2019-01-09
610601,580071,2019-01-09
610601,580071,2019-01-08
612985,582335,2019-01-08
621535,590458,2019-01-08
621535,590458,2019-01-07
626511,595185,2019-01-07
626511,595185,2019-01-06
626511,595185,2019-01-06
626511,595185,2019-01-05
626511,595185,2019-01-05
626511,595185,2019-01-04
627462,596089,2019-01-04
625506,594231,2019-01-04
625506,594231,2019-01-03
625925,594630,2019-01-03
623971,592773,2019-01-03
623971,592773,2019-01-02
621574,590496,2019-01-02
625240,593978,2019-01-02
625240,593978,2019-01-01
625240,593978,2019-01-01
625240,593978,2018-12-31
625240,593978,2018-12-31
625240,593978,2018-12-30
625240,593978,2018-12-30
625240,593978,2018-12-29
625240,593978,2018-12-29
625240,593978,2018-12-28
624401,593181,2018-12-28
623354,592186,2018-12-27
622362,591243,2018-12-27
622124,591018,2018-12-27
622124,591018,2018-12-26
618757,587819,2018-12-26
614547,583820,2018-12-26
614547,583820,2018-12-25
614547,583820,2018-12-25
614547,583820,2018-12-24
614547,583820,2018-12-24
614547,583820,2018-12-23
614547,583820,2018-12-23
614547,583820,2018-12-22
614547,583820,2018-12-22
614547,583820,2018-12-21
614445,583722,2018-12-21
608320,577904,2018-12-21
608320,577904,2018-12-20
606284,575969,2018-12-20
611043,580491,2018-12-20
611043,580491,2018-12-19
610027,579525,2018-12-19
612372,581754,2018-12-18
611621,581040,2018-12-18
606687,576352,2018-12-18
606687,576352,2018-12-17
606057,575754,2018-12-17
610885,580341,2018-12-17
610885,580341,2018-12-16
610885,580341,2018-12-16
610885,580341,2018-12-15
610885,580341,2018-12-15
610885,580341,2018-12-14
610290,579776,2018-12-14
611078,580524,2018-12-14
611078,580524,2018-12-13
609867,579374,2018-12-13
610896,580352,2018-12-13
610896,580352,2018-12-12
610763,580225,2018-12-12
609727,579240,2018-12-11
608175,577766,2018-12-11
601771,571682,2018-12-11
601771,571682,2018-12-10
601027,570975,2018-12-10
601027,570975,2018-12-10
601027,570975,2018-12-09
601027,570975,2018-12-09
601027,570975,2018-12-08
601027,570975,2018-12-08
601027,570975,2018-12-07
599599,569619,2018-12-07
598986,569037,2018-12-07
598986,569037,2018-12-06
600298,570283,2018-12-06
596348,566531,2018-12-06
596348,566531,2018-12-05
595616,565835,2018-12-05
594915,565169,2018-12-05
594915,565169,2018-12-04
591590,562010,2018-12-04
595464,565691,2018-12-04
595464,565691,2018-12-03
592430,562809,2018-12-03
595367,565598,2018-12-03
595367,565598,2018-12-02
595367,565598,2018-12-02
595367,565598,2018-12-01
595367,565598,2018-12-01
595367,565598,2018-11-30
594900,565155,2018-11-30
601095,571040,2018-11-30
601095,571040,2018-11-29
599321,569355,2018-11-29
595220,565459,2018-11-29
595220,565459,2018-11-28
595800,566010,2018-11-28
595175,565416,2018-11-28
598882,568938,2018-11-28
598882,568938,2018-11-27
599580,569601,2018-11-27
602684,572550,2018-11-27
602684,572550,2018-11-26
602291,572176,2018-11-26
602534,572407,2018-11-26
602534,572407,2018-11-25
602534,572407,2018-11-25
602534,572407,2018-11-24
602534,572407,2018-11-24
602534,572407,2018-11-23
604848,574606,2018-11-23
605153,574895,2018-11-23
605153,574895,2018-11-22
604921,574675,2018-11-22
602700,572565,2018-11-22
602700,572565,2018-11-21
601891,571796,2018-11-21
602008,571908,2018-11-21
602008,571908,2018-11-20
602008,571908,2018-11-20
602008,571908,2018-11-19
602278,572164,2018-11-19
602983,572834,2018-11-16
602827,572686,2018-11-16
603918,573722,2018-11-16
603918,573722,2018-11-15
602942,572795,2018-11-15
601101,571046,2018-11-15
601101,571046,2018-11-14
602003,571903,2018-11-14
600166,570158,2018-11-14
600166,570158,2018-11-13
601262,571199,2018-11-13
601497,571422,2018-11-13
601497,571422,2018-11-13
599061,569108,2018-11-12
598518,568594,2018-11-12
600768,570730,2018-11-12
600971,570922,2018-11-12
600971,570922,2018-11-11
600971,570922,2018-11-11
600971,570922,2018-11-10
600971,570922,2018-11-10
600971,570922,2018-11-09
600663,570630,2018-11-09
604352,574135,2018-11-08
607253,576891,2018-11-08
616595,585765,2018-11-08
616595,585765,2018-11-07
615497,584722,2018-11-07
623920,592724,2018-11-07
616244,585431,2018-11-07
627616,596236,2018-11-07
627616,596236,2018-11-06
622175,591066,2018-11-06
624980,593731,2018-11-06
624980,593731,2018-11-05
624702,593467,2018-11-05
628035,596634,2018-11-05
628035,596634,2018-11-04
628035,596634,2018-11-04
628035,596634,2018-11-03
628035,596634,2018-11-03
628035,596634,2018-11-02
626876,595533,2018-11-02
629504,598029,2018-11-02
629504,598029,2018-11-01
622550,591422,2018-11-01
622863,591720,2018-11-01
622863,591720,2018-10-31
624589,593359,2018-10-31
625220,593959,2018-10-31
625220,593959,2018-10-30
626864,595521,2018-10-30
627616,596236,2018-10-29
629460,597987,2018-10-29
630564,599036,2018-10-29
630564,599036,2018-10-28
630564,599036,2018-10-28
630564,599036,2018-10-27
630564,599036,2018-10-27
630564,599036,2018-10-26
628681,597247,2018-10-26
626673,595340,2018-10-26
626673,595340,2018-10-25
628596,597166,2018-10-25
624783,593544,2018-10-25
624783,593544,2018-10-24
625544,594267,2018-10-24
624757,593519,2018-10-24
624757,593519,2018-10-23
618862,587919,2018-10-23
619296,588331,2018-10-23
619296,588331,2018-10-22
620293,589278,2018-10-22
619450,588478,2018-10-22
619450,588478,2018-10-21
619450,588478,2018-10-21
619450,588478,2018-10-20
619450,588478,2018-10-20
619450,588478,2018-10-19
619161,588203,2018-10-19
616697,585862,2018-10-19
616697,585862,2018-10-18
617102,586247,2018-10-18
619200,588240,2018-10-18
619200,588240,2018-10-17
618042,587140,2018-10-17
621440,590368,2018-10-17
621440,590368,2018-10-16
620355,589338,2018-10-16
603071,572917,2018-10-16
603071,572917,2018-10-15
618478,587554,2018-10-15
618478,587554,2018-10-14
618478,587554,2018-10-14
618478,587554,2018-10-13
618478,587554,2018-10-13
618478,587554,2018-10-12
594859,565116,2018-10-12
598866,568923,2018-10-12
587587,558208,2018-10-12
587587,558208,2018-10-11
583467,554294,2018-10-11
580659,551626,2018-10-11
580659,551626,2018-10-10
582296,553181,2018-10-10
582825,553684,2018-10-10
582825,553684,2018-10-09
581231,552169,2018-10-09
583497,554322,2018-10-09
583497,554322,2018-10-08
583880,554686,2018-10-08
585476,556202,2018-10-08
585476,556202,2018-10-07
585476,556202,2018-10-07
585476,556202,2018-10-06
585476,556202,2018-10-06
585476,556202,2018-10-05
583431,554259,2018-10-05
583577,554398,2018-10-05
583577,554398,2018-10-04
580542,551515,2018-10-04
583816,554625,2018-10-04
583816,554625,2018-10-03
581710,552625,2018-10-03
575007,546257,2018-10-03
575007,546257,2018-10-02
570879,542335,2018-10-02
568430,540009,2018-10-02
568430,540009,2018-10-01
570613,542082,2018-10-01
568002,539602,2018-10-01
568002,539602,2018-09-30
568002,539602,2018-09-30
568002,539602,2018-09-29
568002,539602,2018-09-29
568002,539602,2018-09-28
568422,540001,2018-09-28
573934,545237,2018-09-28
573934,545237,2018-09-27
575159,546401,2018-09-27
576149,547342,2018-09-27
576149,547342,2018-09-26
575361,546593,2018-09-26
574547,545820,2018-09-26
574547,545820,2018-09-25
572908,544263,2018-09-25
572927,544281,2018-09-24
570084,541580,2018-09-24
576027,547226,2018-09-21
576462,547639,2018-09-21
573418,544747,2018-09-20
577685,548801,2018-09-20
576258,547445,2018-09-19
574987,546238,2018-09-19
574685,545951,2018-09-18
572089,543485,2018-09-18
571716,543130,2018-09-17
569991,541491,2018-09-17
575548,546771,2018-09-17
575548,546771,2018-09-17
575548,546771,2018-09-16
575548,546771,2018-09-16
575548,546771,2018-09-14
572920,544274,2018-09-14
573762,545074,2018-09-13
575564,546786,2018-09-13
571273,542709,2018-09-12
569643,541161,2018-09-12
569772,541283,2018-09-12
569772,541283,2018-09-12
569772,541283,2018-09-10
571687,543103,2018-09-10
574640,545908,2018-09-10
574640,545908,2018-09-10
574640,545908,2018-09-09
574640,545908,2018-09-09
574640,545908,2018-09-07
575609,546829,2018-09-07
575619,546838,2018-09-06
575599,546819,2018-09-06
573200,544540,2018-09-05
569888,541394,2018-09-05
570560,542032,2018-09-04
569886,541392,2018-09-04
571205,542645,2018-09-03
567374,539005,2018-09-03
570288,541774,2018-09-03
570288,541774,2018-09-03
570288,541774,2018-09-02
570288,541774,2018-09-02
570288,541774,2018-08-31
566350,538033,2018-08-31
566670,538337,2018-08-30
567482,539108,2018-08-30
566263,537950,2018-08-29
565705,537420,2018-08-29
570014,541513,2018-08-28
567711,539325,2018-08-28
565715,537429,2018-08-27
568235,539823,2018-08-27
560814,532773,2018-08-27
560814,532773,2018-08-27
560814,532773,2018-08-26
560814,532773,2018-08-26
560814,532773,2018-08-24
557848,529956,2018-08-24
558802,530862,2018-08-23
557714,529828,2018-08-23
560070,532067,2018-08-23
560070,532067,2018-08-23
560070,532067,2018-08-21
559714,531728,2018-08-21
557164,529306,2018-08-20
557044,529192,2018-08-20
555380,527611,2018-08-20
555380,527611,2018-08-20
555380,527611,2018-08-19
555380,527611,2018-08-19
555380,527611,2018-08-18
555380,527611,2018-08-18
555380,527611,2018-08-16
551089,523535,2018-08-16
558098,530193,2018-08-15
559623,531642,2018-08-15
561594,533514,2018-08-14
560679,532645,2018-08-14
565138,536881,2018-08-13
560947,532900,2018-08-13
560682,532648,2018-08-13
560682,532648,2018-08-13
560682,532648,2018-08-12
560682,532648,2018-08-12
560682,532648,2018-08-10
562224,534113,2018-08-10
562033,533931,2018-08-09
563959,535761,2018-08-09
562965,534817,2018-08-08
564838,536596,2018-08-08
564973,536724,2018-08-07
563313,535147,2018-08-07
564659,536426,2018-08-06
567153,538795,2018-08-06
562915,534769,2018-08-06
562915,534769,2018-08-06
562915,534769,2018-08-05
562915,534769,2018-08-05
562915,534769,2018-08-03
561060,533007,2018-08-03
565797,537507,2018-08-02
566226,537915,2018-08-02
567916,539520,2018-08-01
566738,538401,2018-08-01
564917,536671,2018-07-31
565520,537244,2018-07-31
565886,537592,2018-07-30
568424,540003,2018-07-30
567568,539190,2018-07-30
567568,539190,2018-07-30
567568,539190,2018-07-29
567568,539190,2018-07-29
567568,539190,2018-07-27
568433,540011,2018-07-27
570477,541953,2018-07-26
574804,546064,2018-07-26
573162,544504,2018-07-25
572749,544112,2018-07-25
572173,543564,2018-07-24
568355,539937,2018-07-24
571418,542847,2018-07-23
575082,546328,2018-07-23
571067,542514,2018-07-23
571067,542514,2018-07-23
571067,542514,2018-07-22
571067,542514,2018-07-22
571067,542514,2018-07-20
565039,536787,2018-07-20
564969,536721,2018-07-19
567172,538813,2018-07-19
566069,537766,2018-07-18
568418,539997,2018-07-18
575941,547144,2018-07-17
574253,545540,2018-07-17
581239,541243,2018-07-16
579261,539401,2018-07-16
578497,538689,2018-07-16
578497,538689,2018-07-16
578497,538689,2018-07-15
578497,538689,2018-07-15
578497,538689,2018-07-13
584529,544307,2018-07-13
583550,543395,2018-07-12
581065,541081,2018-07-12
584803,544562,2018-07-11
582106,542051,2018-07-11
583572,543415,2018-07-10
586287,545943,2018-07-10
587181,546776,2018-07-09
588881,548359,2018-07-09
587402,546982,2018-07-09
587402,546982,2018-07-09
587402,546982,2018-07-08
587402,546982,2018-07-08
587402,546982,2018-07-06
586548,545095,2018-07-06
585827,556536,2018-07-05
585112,555857,2018-07-05
585139,555882,2018-07-04
595565,565787,2018-07-04
588846,559404,2018-07-03
582920,553774,2018-07-03
586990,557640,2018-07-02
591051,561499,2018-07-02
590598,561068,2018-07-02
590598,561068,2018-07-02
590598,561068,2018-07-01
590598,561068,2018-07-01
590598,561068,2018-06-29
584269,555056,2018-06-29
585028,555777,2018-06-28
582119,553013,2018-06-28
584920,566787,2018-06-28
584920,566787,2018-06-28
584920,566787,2018-06-26
585013,566877,2018-06-26
575968,558689,2018-06-25
575855,558579,2018-06-25
575370,558109,2018-06-25
575370,558109,2018-06-25
575370,558109,2018-06-24
575370,558109,2018-06-24
575370,558109,2018-06-22
574097,556874,2018-06-22
572701,555520,2018-06-21
566392,549400,2018-06-21
568761,551698,2018-06-21
569704,552613,2018-06-20
580158,562753,2018-06-20
580158,562753,2018-06-20
580158,562753,2018-06-19
580158,562753,2018-06-19
580158,562753,2018-06-18
580158,562753,2018-06-18
580158,562753,2018-06-17
580158,562753,2018-06-17
580158,562753,2018-06-16
580158,562753,2018-06-16
580158,562753,2018-06-15
580158,562753,2018-06-15
580158,562753,2018-06-14
580158,562753,2018-06-14
580158,562753,2018-06-12
580471,563057,2018-06-12
579389,562007,2018-06-11
580833,563408,2018-06-11
580297,562888,2018-06-11
580297,562888,2018-06-11
580297,562888,2018-06-10
580297,562888,2018-06-10
580297,562888,2018-06-08
578374,561023,2018-06-08
578726,561364,2018-06-07
578541,561185,2018-06-07
578478,561124,2018-06-06
579157,561782,2018-06-06
577179,559864,2018-06-05
576163,558878,2018-06-05
576939,559631,2018-06-04
580099,562696,2018-06-04
585419,567856,2018-06-04
585419,567856,2018-06-04
585419,567856,2018-06-03
585419,567856,2018-06-03
585419,567856,2018-06-02
585419,567856,2018-06-02
585419,567856,2018-05-31
587456,569832,2018-05-31
586003,568423,2018-05-30
587530,569904,2018-05-30
586581,568984,2018-05-30
586581,568984,2018-05-30
586581,568984,2018-05-28
591203,573467,2018-05-28
594505,576670,2018-05-28
594505,576670,2018-05-28
594505,576670,2018-05-27
594505,576670,2018-05-27
594505,576670,2018-05-25
594698,576857,2018-05-25
592374,574603,2018-05-24
590914,573187,2018-05-24
589710,572019,2018-05-23
589041,571370,2018-05-23
589862,572166,2018-05-22
588293,570644,2018-05-22
585262,567704,2018-05-21
584808,567264,2018-05-21
584754,567211,2018-05-21
584754,567211,2018-05-21
584754,567211,2018-05-20
584754,567211,2018-05-20
584754,567211,2018-05-18
583517,566011,2018-05-18
582608,565130,2018-05-17
586245,568658,2018-05-17
586367,568776,2018-05-16
583257,565759,2018-05-16
590343,572633,2018-05-15
590359,572648,2018-05-15
593693,575882,2018-05-14
596531,578635,2018-05-14
597542,579616,2018-05-14
597542,579616,2018-05-14
597542,579616,2018-05-13
597542,579616,2018-05-13
597542,579616,2018-05-11
597309,579390,2018-05-11
590838,573113,2018-05-11
590838,573113,2018-05-11
590838,573113,2018-05-09
591725,573973,2018-05-09
591955,574196,2018-05-08
589479,571795,2018-05-08
589577,571890,2018-05-07
590875,573149,2018-05-07
587051,569439,2018-05-07
587051,569439,2018-05-07
587051,569439,2018-05-06
587051,569439,2018-05-06
587051,569439,2018-05-04
589949,572251,2018-05-04
588530,570874,2018-05-03
586277,568689,2018-05-03
586748,569146,2018-05-02
584147,566623,2018-05-02
587828,570193,2018-05-02
587828,570193,2018-05-02
587828,570193,2018-04-30
590273,572565,2018-04-30
587792,570158,2018-04-30
587792,570158,2018-04-30
587792,570158,2018-04-29
587792,570158,2018-04-29
587792,570158,2018-04-27
589961,572262,2018-04-27
592837,575052,2018-04-26
591223,573486,2018-04-26
591339,573599,2018-04-25
593915,576098,2018-04-25
592722,574940,2018-04-24
592801,575017,2018-04-24
594195,576369,2018-04-23
592072,574310,2018-04-23
595849,577974,2018-04-23
595849,577974,2018-04-23
595849,577974,2018-04-22
595849,577974,2018-04-22
595849,577974,2018-04-20
594762,576919,2018-04-20
598625,580666,2018-04-19
597609,579681,2018-04-19
595537,577671,2018-04-18
595192,577336,2018-04-18
594470,576636,2018-04-17
596364,578473,2018-04-17
595550,577684,2018-04-16
596163,578278,2018-04-16
593090,575297,2018-04-16
593090,575297,2018-04-16
593090,575297,2018-04-15
593090,575297,2018-04-15
593090,575297,2018-04-13
592982,575193,2018-04-13
596947,579039,2018-04-12
596734,578832,2018-04-12
593822,576007,2018-04-11
593703,575892,2018-04-11
591480,573736,2018-04-10
590825,573100,2018-04-10
587956,570317,2018-04-09
590055,572353,2018-04-09
586614,569016,2018-04-09
586614,569016,2018-04-09
586614,569016,2018-04-08
586614,569016,2018-04-08
586614,569016,2018-04-06
589480,571796,2018-04-06
587104,569491,2018-04-05
588592,570934,2018-04-05
593932,576114,2018-04-04
590625,572906,2018-04-04
591962,574203,2018-04-03
591613,573865,2018-04-03
588770,571107,2018-04-02
587952,570313,2018-04-02
585843,568267,2018-04-02
585843,568267,2018-04-02
585843,568267,2018-04-01
585843,568267,2018-04-01
585843,568267,2018-03-31
585843,568267,2018-03-31
585843,568267,2018-03-29
586727,569125,2018-03-29
593209,575412,2018-03-28
593499,575694,2018-03-28
595791,577917,2018-03-27
599375,581393,2018-03-27
596337,578446,2018-03-26
596754,578851,2018-03-26
594086,576263,2018-03-26
594086,576263,2018-03-26
594086,576263,2018-03-25
594086,576263,2018-03-25
594086,576263,2018-03-23
599433,578716,2018-03-23
596614,566783,2018-03-23
602060,591529,2018-03-22
592510,581979,2018-03-21
595466,584860,2018-03-20
593373,582780,2018-03-19
593670,583063,2018-03-19
593670,583063,2018-03-19
593670,583063,2018-03-18
593670,583063,2018-03-18
593670,583063,2018-03-16
597595,586986,2018-03-15
598842,588241,2018-03-14
599023,588451,2018-03-13
599084,588500,2018-03-12
600638,588434,2018-03-12
599074,586799,2018-03-09
600143,587970,2018-03-08
603876,591956,2018-03-07
597419,585270,2018-03-06
598176,585994,2018-03-05
596521,584384,2018-03-02
597389,585163,2018-03-01
592868,580674,2018-02-28
599437,578234,2018-02-27
597621,585432,2018-02-26
598509,586424,2018-02-23
592313,580129,2018-02-22
594967,582723,2018-02-21
599851,587766,2018-02-20
600819,588856,2018-02-19
605158,593460,2018-02-15
599629,584852,2018-02-14
596359,581010,2018-02-13
593534,578154,2018-02-12
593494,578350,2018-02-09
590790,575377,2018-02-08
597086,581732,2018-02-07
597288,582124,2018-02-06
597611,582019,2018-02-05
598014,582998,2018-02-02
593655,578864,2018-02-01
593615,578276,2018-01-31
591355,575977,2018-01-30
594000,574000,2018-01-29
583890,579310,2018-01-26
582330,578050,2018-01-24
580120,575860,2018-01-23
556211,559984,2017-11-22
555666,559337,2017-11-21
560524,564301,2017-11-20
555531,559303,2017-11-16
557161,560933,2017-11-15
555604,559275,2017-11-14
553888,557358,2017-11-13
584000,574000,2017-11-10
584000,574000,2017-11-09
585000,575000,2017-11-08
585000,575000,2017-11-07
583500,573500,2017-11-06
583000,573000,2017-11-03
585000,574500,2017-11-02
582500,572500,2017-11-01
583000,573000,2017-10-31
582000,572000,2017-10-30
581500,571500,2017-10-27
583000,573000,2017-10-26
582500,575500,2017-10-25
584000,574000,2017-10-24
585500,575500,2017-10-23
582500,572000,2017-10-20
580000,570500,2017-10-19
579500,570000,2017-10-18
582000,572000,2017-10-17
586000,576000,2017-10-16
583500,573500,2017-10-12
581000,573000,2017-10-11
578000,570000,2017-10-10
576000,568000,2017-10-09
569000,561000,2017-10-06
570000,547000,2017-10-05
573000,565000,2017-10-04
573000,565000,2017-10-03
570000,562000,2017-10-02
571000,562500,2017-09-29
574500,566000,2017-09-28
571000,562500,2017-09-27
574000,565500,2017-09-26
576000,567000,2017-09-25
569500,561000,2017-09-22
567000,558500,2017-09-21
576000,567500,2017-09-20
573500,565000,2017-09-19
571500,563000,2017-09-18
577000,568500,2017-09-15
579000,570500,2017-09-14
576000,567500,2017-09-13
577500,569000,2017-09-12
577000,568500,2017-09-11
585500,576500,2017-09-08
589500,580500,2017-09-07
585500,577000,2017-09-06
588000,579000,2017-09-05
557500,549500,2017-09-04
582000,573500,2017-09-01
578500,570000,2017-08-31
575500,567000,2017-08-30
577500,568500,2017-08-29
576000,567500,2017-08-28
569000,560500,2017-08-25
566500,558000,2017-08-24
568000,559500,2017-08-23
566000,557500,2017-08-22
569000,560500,2017-08-21
567000,558500,2017-08-18
568000,560000,2017-08-17
564500,556000,2017-08-16
562500,554000,2017-08-15
566000,558000,2017-08-14
568000,559500,2017-08-11
565500,557000,2017-08-10
561000,552500,2017-08-09
553000,545000,2017-08-08
554000,546000,2017-08-07
554000,545500,2017-08-04
558500,550000,2017-08-03
560000,551500,2017-08-02
560000,552000,2017-08-01
558000,549500,2017-07-31
559000,550500,2017-07-28
555000,546500,2017-07-27
551000,542500,2017-07-26
550500,542500,2017-07-25
551000,543000,2017-07-24
551500,543000,2017-07-21
548500,540500,2017-07-20
546500,538500,2017-07-19
546000,538000,2017-07-18
543500,535500,2017-07-17
541000,533000,2017-07-14
537000,529000,2017-07-13
539000,531000,2017-07-12
538500,530500,2017-07-11
538000,530000,2017-07-10
537000,529000,2017-07-07
542000,534000,2017-07-06
540000,532000,2017-07-05
512500,504500,2017-07-04
539000,531000,2017-07-03
547000,539000,2017-06-30
548500,540500,2017-06-29
550000,541500,2017-06-28
549000,540500,2017-06-27
548500,540500,2017-06-26
552500,544500,2017-06-23
549500,541500,2017-06-22
548000,539500,2017-06-21
546000,537500,2017-06-20
547500,539000,2017-06-19
551500,543500,2017-06-16
550500,542500,2017-06-15
559500,551000,2017-06-14
557000,548500,2017-06-13
557000,549000,2017-06-12
558000,549500,2017-06-09
561500,553000,2017-06-08
567500,559000,2017-06-07
569000,560500,2017-06-06
562500,554000,2017-06-05
562000,554000,2017-06-02
559000,550500,2017-06-01
561000,552500,2017-05-31
557000,549000,2017-05-30
527000,519000,2017-05-29
558500,550000,2017-05-26
554000,546000,2017-05-25
552500,544500,2017-05-24
553500,545000,2017-05-23
556000,547500,2017-05-22
554000,545500,2017-05-19
554500,546000,2017-05-18
556000,547500,2017-05-17
546000,538000,2017-05-16
543500,535500,2017-05-15
